series_id,area_type_code,area_code,seasonal,series_title,begin_year,begin_period,end_year,end_period,srd_code,measure_name,area_name,county,state
LAUCN120410000000004,F,CN1204100000000,U,"Unemployment: Gilchrist County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Gilchrist County, FL",Gilchrist County,FL
LAUCN120410000000005,F,CN1204100000000,U,"Employment: Gilchrist County, FL (U)",1990,M01,2025,M07,12,Employment,"Gilchrist County, FL",Gilchrist County,FL
LAUCN120410000000006,F,CN1204100000000,U,"Labor Force: Gilchrist County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Gilchrist County, FL",Gilchrist County,FL
LAUCN120430000000003,F,CN1204300000000,U,"Unemployment Rate: Glades County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Glades County, FL",Glades County,FL
LAUCN120430000000004,F,CN1204300000000,U,"Unemployment: Glades County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Glades County, FL",Glades County,FL
LAUCN120430000000005,F,CN1204300000000,U,"Employment: Glades County, FL (U)",1990,M01,2025,M07,12,Employment,"Glades County, FL",Glades County,FL
LAUCN120430000000006,F,CN1204300000000,U,"Labor Force: Glades County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Glades County, FL",Glades County,FL
LAUCN120450000000003,F,CN1204500000000,U,"Unemployment Rate: Gulf County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Gulf County, FL",Gulf County,FL
LAUCN120450000000004,F,CN1204500000000,U,"Unemployment: Gulf County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Gulf County, FL",Gulf County,FL
LAUCN120450000000005,F,CN1204500000000,U,"Employment: Gulf County, FL (U)",1990,M01,2025,M07,12,Employment,"Gulf County, FL",Gulf County,FL
LAUCN120450000000006,F,CN1204500000000,U,"Labor Force: Gulf County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Gulf County, FL",Gulf County,FL
LAUCN120470000000003,F,CN1204700000000,U,"Unemployment Rate: Hamilton County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Hamilton County, FL",Hamilton County,FL
LAUCN120470000000004,F,CN1204700000000,U,"Unemployment: Hamilton County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Hamilton County, FL",Hamilton County,FL
LAUCN120470000000005,F,CN1204700000000,U,"Employment: Hamilton County, FL (U)",1990,M01,2025,M07,12,Employment,"Hamilton County, FL",Hamilton County,FL
LAUCN120470000000006,F,CN1204700000000,U,"Labor Force: Hamilton County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Hamilton County, FL",Hamilton County,FL
LAUCN120490000000003,F,CN1204900000000,U,"Unemployment Rate: Hardee County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Hardee County, FL",Hardee County,FL
LAUCN120490000000004,F,CN1204900000000,U,"Unemployment: Hardee County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Hardee County, FL",Hardee County,FL
LAUCN120490000000005,F,CN1204900000000,U,"Employment: Hardee County, FL (U)",1990,M01,2025,M07,12,Employment,"Hardee County, FL",Hardee County,FL
LAUCN120490000000006,F,CN1204900000000,U,"Labor Force: Hardee County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Hardee County, FL",Hardee County,FL
LAUCN120510000000003,F,CN1205100000000,U,"Unemployment Rate: Hendry County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Hendry County, FL",Hendry County,FL
LAUCN120510000000004,F,CN1205100000000,U,"Unemployment: Hendry County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Hendry County, FL",Hendry County,FL
LAUCN120510000000005,F,CN1205100000000,U,"Employment: Hendry County, FL (U)",1990,M01,2025,M07,12,Employment,"Hendry County, FL",Hendry County,FL
LAUCN120510000000006,F,CN1205100000000,U,"Labor Force: Hendry County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Hendry County, FL",Hendry County,FL
LAUCN120530000000003,F,CN1205300000000,U,"Unemployment Rate: Hernando County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Hernando County, FL",Hernando County,FL
LAUCN120530000000004,F,CN1205300000000,U,"Unemployment: Hernando County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Hernando County, FL",Hernando County,FL
LAUCN120530000000005,F,CN1205300000000,U,"Employment: Hernando County, FL (U)",1990,M01,2025,M07,12,Employment,"Hernando County, FL",Hernando County,FL
LAUCN120530000000006,F,CN1205300000000,U,"Labor Force: Hernando County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Hernando County, FL",Hernando County,FL
LAUCN120550000000003,F,CN1205500000000,U,"Unemployment Rate: Highlands County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Highlands County, FL",Highlands County,FL
LAUCN120550000000004,F,CN1205500000000,U,"Unemployment: Highlands County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Highlands County, FL",Highlands County,FL
LAUCN120550000000005,F,CN1205500000000,U,"Employment: Highlands County, FL (U)",1990,M01,2025,M07,12,Employment,"Highlands County, FL",Highlands County,FL
LAUCN120550000000006,F,CN1205500000000,U,"Labor Force: Highlands County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Highlands County, FL",Highlands County,FL
LAUCN120570000000003,F,CN1205700000000,U,"Unemployment Rate: Hillsborough County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Hillsborough County, FL",Hillsborough County,FL
LAUCN120570000000004,F,CN1205700000000,U,"Unemployment: Hillsborough County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Hillsborough County, FL",Hillsborough County,FL
LAUCN120570000000005,F,CN1205700000000,U,"Employment: Hillsborough County, FL (U)",1990,M01,2025,M07,12,Employment,"Hillsborough County, FL",Hillsborough County,FL
LAUCN120570000000006,F,CN1205700000000,U,"Labor Force: Hillsborough County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Hillsborough County, FL",Hillsborough County,FL
LAUCN120590000000003,F,CN1205900000000,U,"Unemployment Rate: Holmes County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Holmes County, FL",Holmes County,FL
LAUCN120590000000004,F,CN1205900000000,U,"Unemployment: Holmes County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Holmes County, FL",Holmes County,FL
LAUCN120590000000005,F,CN1205900000000,U,"Employment: Holmes County, FL (U)",1990,M01,2025,M07,12,Employment,"Holmes County, FL",Holmes County,FL
LAUCN120590000000006,F,CN1205900000000,U,"Labor Force: Holmes County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Holmes County, FL",Holmes County,FL
LAUCN120610000000003,F,CN1206100000000,U,"Unemployment Rate: Indian River County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Indian River County, FL",Indian River County,FL
LAUCN120610000000004,F,CN1206100000000,U,"Unemployment: Indian River County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Indian River County, FL",Indian River County,FL
LAUCN120610000000005,F,CN1206100000000,U,"Employment: Indian River County, FL (U)",1990,M01,2025,M07,12,Employment,"Indian River County, FL",Indian River County,FL
LAUCN120610000000006,F,CN1206100000000,U,"Labor Force: Indian River County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Indian River County, FL",Indian River County,FL
LAUCN120630000000003,F,CN1206300000000,U,"Unemployment Rate: Jackson County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Jackson County, FL",Jackson County,FL
LAUCN120630000000004,F,CN1206300000000,U,"Unemployment: Jackson County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Jackson County, FL",Jackson County,FL
LAUCN120630000000005,F,CN1206300000000,U,"Employment: Jackson County, FL (U)",1990,M01,2025,M07,12,Employment,"Jackson County, FL",Jackson County,FL
LAUCN120630000000006,F,CN1206300000000,U,"Labor Force: Jackson County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Jackson County, FL",Jackson County,FL
LAUCN120650000000003,F,CN1206500000000,U,"Unemployment Rate: Jefferson County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Jefferson County, FL",Jefferson County,FL
LAUCN120650000000004,F,CN1206500000000,U,"Unemployment: Jefferson County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Jefferson County, FL",Jefferson County,FL
LAUCN120650000000005,F,CN1206500000000,U,"Employment: Jefferson County, FL (U)",1990,M01,2025,M07,12,Employment,"Jefferson County, FL",Jefferson County,FL
LAUCN120650000000006,F,CN1206500000000,U,"Labor Force: Jefferson County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Jefferson County, FL",Jefferson County,FL
LAUCN120670000000003,F,CN1206700000000,U,"Unemployment Rate: Lafayette County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Lafayette County, FL",Lafayette County,FL
LAUCN120670000000004,F,CN1206700000000,U,"Unemployment: Lafayette County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Lafayette County, FL",Lafayette County,FL
LAUCN120670000000005,F,CN1206700000000,U,"Employment: Lafayette County, FL (U)",1990,M01,2025,M07,12,Employment,"Lafayette County, FL",Lafayette County,FL
LAUCN120670000000006,F,CN1206700000000,U,"Labor Force: Lafayette County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Lafayette County, FL",Lafayette County,FL
LAUCN120690000000003,F,CN1206900000000,U,"Unemployment Rate: Lake County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Lake County, FL",Lake County,FL
LAUCN120690000000004,F,CN1206900000000,U,"Unemployment: Lake County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Lake County, FL",Lake County,FL
LAUCN120690000000005,F,CN1206900000000,U,"Employment: Lake County, FL (U)",1990,M01,2025,M07,12,Employment,"Lake County, FL",Lake County,FL
LAUCN120690000000006,F,CN1206900000000,U,"Labor Force: Lake County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Lake County, FL",Lake County,FL
LAUCN120710000000003,F,CN1207100000000,U,"Unemployment Rate: Lee County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Lee County, FL",Lee County,FL
LAUCN120710000000004,F,CN1207100000000,U,"Unemployment: Lee County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Lee County, FL",Lee County,FL
LAUCN120710000000005,F,CN1207100000000,U,"Employment: Lee County, FL (U)",1990,M01,2025,M07,12,Employment,"Lee County, FL",Lee County,FL
LAUCN120710000000006,F,CN1207100000000,U,"Labor Force: Lee County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Lee County, FL",Lee County,FL
LAUCN120730000000003,F,CN1207300000000,U,"Unemployment Rate: Leon County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Leon County, FL",Leon County,FL
LAUCN120730000000004,F,CN1207300000000,U,"Unemployment: Leon County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Leon County, FL",Leon County,FL
LAUCN120730000000005,F,CN1207300000000,U,"Employment: Leon County, FL (U)",1990,M01,2025,M07,12,Employment,"Leon County, FL",Leon County,FL
LAUCN120730000000006,F,CN1207300000000,U,"Labor Force: Leon County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Leon County, FL",Leon County,FL
LAUCN120750000000003,F,CN1207500000000,U,"Unemployment Rate: Levy County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Levy County, FL",Levy County,FL
LAUCN120750000000004,F,CN1207500000000,U,"Unemployment: Levy County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Levy County, FL",Levy County,FL
LAUCN120750000000005,F,CN1207500000000,U,"Employment: Levy County, FL (U)",1990,M01,2025,M07,12,Employment,"Levy County, FL",Levy County,FL
LAUCN120750000000006,F,CN1207500000000,U,"Labor Force: Levy County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Levy County, FL",Levy County,FL
LAUCN120770000000003,F,CN1207700000000,U,"Unemployment Rate: Liberty County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Liberty County, FL",Liberty County,FL
LAUCN120770000000004,F,CN1207700000000,U,"Unemployment: Liberty County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Liberty County, FL",Liberty County,FL
LAUCN120770000000005,F,CN1207700000000,U,"Employment: Liberty County, FL (U)",1990,M01,2025,M07,12,Employment,"Liberty County, FL",Liberty County,FL
LAUCN120770000000006,F,CN1207700000000,U,"Labor Force: Liberty County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Liberty County, FL",Liberty County,FL
LAUCN120790000000003,F,CN1207900000000,U,"Unemployment Rate: Madison County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Madison County, FL",Madison County,FL
LAUCN120790000000004,F,CN1207900000000,U,"Unemployment: Madison County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Madison County, FL",Madison County,FL
LAUCN120790000000005,F,CN1207900000000,U,"Employment: Madison County, FL (U)",1990,M01,2025,M07,12,Employment,"Madison County, FL",Madison County,FL
LAUCN120790000000006,F,CN1207900000000,U,"Labor Force: Madison County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Madison County, FL",Madison County,FL
LAUCN120810000000003,F,CN1208100000000,U,"Unemployment Rate: Manatee County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Manatee County, FL",Manatee County,FL
LAUCN120810000000004,F,CN1208100000000,U,"Unemployment: Manatee County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Manatee County, FL",Manatee County,FL
LAUCN120810000000005,F,CN1208100000000,U,"Employment: Manatee County, FL (U)",1990,M01,2025,M07,12,Employment,"Manatee County, FL",Manatee County,FL
LAUCN120810000000006,F,CN1208100000000,U,"Labor Force: Manatee County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Manatee County, FL",Manatee County,FL
LAUCN120830000000003,F,CN1208300000000,U,"Unemployment Rate: Marion County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Marion County, FL",Marion County,FL
LAUCN120830000000004,F,CN1208300000000,U,"Unemployment: Marion County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Marion County, FL",Marion County,FL
LAUCN120830000000005,F,CN1208300000000,U,"Employment: Marion County, FL (U)",1990,M01,2025,M07,12,Employment,"Marion County, FL",Marion County,FL
LAUCN120830000000006,F,CN1208300000000,U,"Labor Force: Marion County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Marion County, FL",Marion County,FL
LAUCN120850000000003,F,CN1208500000000,U,"Unemployment Rate: Martin County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Martin County, FL",Martin County,FL
LAUCN120850000000004,F,CN1208500000000,U,"Unemployment: Martin County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Martin County, FL",Martin County,FL
LAUCN120850000000005,F,CN1208500000000,U,"Employment: Martin County, FL (U)",1990,M01,2025,M07,12,Employment,"Martin County, FL",Martin County,FL
LAUCN120850000000006,F,CN1208500000000,U,"Labor Force: Martin County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Martin County, FL",Martin County,FL
LAUCN120860000000003,F,CN1208600000000,U,"Unemployment Rate: Miami-Dade County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Miami-Dade County, FL",Miami-Dade County,FL
LAUCN120860000000004,F,CN1208600000000,U,"Unemployment: Miami-Dade County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Miami-Dade County, FL",Miami-Dade County,FL
LAUCN120860000000005,F,CN1208600000000,U,"Employment: Miami-Dade County, FL (U)",1990,M01,2025,M07,12,Employment,"Miami-Dade County, FL",Miami-Dade County,FL
LAUCN120860000000006,F,CN1208600000000,U,"Labor Force: Miami-Dade County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Miami-Dade County, FL",Miami-Dade County,FL
LAUCN120870000000003,F,CN1208700000000,U,"Unemployment Rate: Monroe County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Monroe County, FL",Monroe County,FL
LAUCN120870000000004,F,CN1208700000000,U,"Unemployment: Monroe County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Monroe County, FL",Monroe County,FL
LAUCN120870000000005,F,CN1208700000000,U,"Employment: Monroe County, FL (U)",1990,M01,2025,M07,12,Employment,"Monroe County, FL",Monroe County,FL
LAUCN120870000000006,F,CN1208700000000,U,"Labor Force: Monroe County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Monroe County, FL",Monroe County,FL
LAUCN120890000000003,F,CN1208900000000,U,"Unemployment Rate: Nassau County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Nassau County, FL",Nassau County,FL
LAUCN120890000000004,F,CN1208900000000,U,"Unemployment: Nassau County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Nassau County, FL",Nassau County,FL
LAUCN120890000000005,F,CN1208900000000,U,"Employment: Nassau County, FL (U)",1990,M01,2025,M07,12,Employment,"Nassau County, FL",Nassau County,FL
LAUCN120890000000006,F,CN1208900000000,U,"Labor Force: Nassau County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Nassau County, FL",Nassau County,FL
LAUCN120910000000003,F,CN1209100000000,U,"Unemployment Rate: Okaloosa County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Okaloosa County, FL",Okaloosa County,FL
LAUCN120910000000004,F,CN1209100000000,U,"Unemployment: Okaloosa County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Okaloosa County, FL",Okaloosa County,FL
LAUCN120910000000005,F,CN1209100000000,U,"Employment: Okaloosa County, FL (U)",1990,M01,2025,M07,12,Employment,"Okaloosa County, FL",Okaloosa County,FL
LAUCN120910000000006,F,CN1209100000000,U,"Labor Force: Okaloosa County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Okaloosa County, FL",Okaloosa County,FL
LAUCN120930000000003,F,CN1209300000000,U,"Unemployment Rate: Okeechobee County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Okeechobee County, FL",Okeechobee County,FL
LAUCN120930000000004,F,CN1209300000000,U,"Unemployment: Okeechobee County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Okeechobee County, FL",Okeechobee County,FL
LAUCN120930000000005,F,CN1209300000000,U,"Employment: Okeechobee County, FL (U)",1990,M01,2025,M07,12,Employment,"Okeechobee County, FL",Okeechobee County,FL
LAUCN120930000000006,F,CN1209300000000,U,"Labor Force: Okeechobee County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Okeechobee County, FL",Okeechobee County,FL
LAUCN120950000000003,F,CN1209500000000,U,"Unemployment Rate: Orange County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Orange County, FL",Orange County,FL
LAUCN120950000000004,F,CN1209500000000,U,"Unemployment: Orange County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Orange County, FL",Orange County,FL
LAUCN120950000000005,F,CN1209500000000,U,"Employment: Orange County, FL (U)",1990,M01,2025,M07,12,Employment,"Orange County, FL",Orange County,FL
LAUCN120950000000006,F,CN1209500000000,U,"Labor Force: Orange County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Orange County, FL",Orange County,FL
LAUCN120970000000003,F,CN1209700000000,U,"Unemployment Rate: Osceola County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Osceola County, FL",Osceola County,FL
LAUCN120970000000004,F,CN1209700000000,U,"Unemployment: Osceola County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Osceola County, FL",Osceola County,FL
LAUCN120970000000005,F,CN1209700000000,U,"Employment: Osceola County, FL (U)",1990,M01,2025,M07,12,Employment,"Osceola County, FL",Osceola County,FL
LAUCN120970000000006,F,CN1209700000000,U,"Labor Force: Osceola County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Osceola County, FL",Osceola County,FL
LAUCN120990000000003,F,CN1209900000000,U,"Unemployment Rate: Palm Beach County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Palm Beach County, FL",Palm Beach County,FL
LAUCN120990000000004,F,CN1209900000000,U,"Unemployment: Palm Beach County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Palm Beach County, FL",Palm Beach County,FL
LAUCN120990000000005,F,CN1209900000000,U,"Employment: Palm Beach County, FL (U)",1990,M01,2025,M07,12,Employment,"Palm Beach County, FL",Palm Beach County,FL
LAUCN120990000000006,F,CN1209900000000,U,"Labor Force: Palm Beach County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Palm Beach County, FL",Palm Beach County,FL
LAUCN121010000000003,F,CN1210100000000,U,"Unemployment Rate: Pasco County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Pasco County, FL",Pasco County,FL
LAUCN121010000000004,F,CN1210100000000,U,"Unemployment: Pasco County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Pasco County, FL",Pasco County,FL
LAUCN121010000000005,F,CN1210100000000,U,"Employment: Pasco County, FL (U)",1990,M01,2025,M07,12,Employment,"Pasco County, FL",Pasco County,FL
LAUCN121010000000006,F,CN1210100000000,U,"Labor Force: Pasco County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Pasco County, FL",Pasco County,FL
LAUCN121030000000003,F,CN1210300000000,U,"Unemployment Rate: Pinellas County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Pinellas County, FL",Pinellas County,FL
LAUCN121030000000004,F,CN1210300000000,U,"Unemployment: Pinellas County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Pinellas County, FL",Pinellas County,FL
LAUCN121030000000005,F,CN1210300000000,U,"Employment: Pinellas County, FL (U)",1990,M01,2025,M07,12,Employment,"Pinellas County, FL",Pinellas County,FL
LAUCN121030000000006,F,CN1210300000000,U,"Labor Force: Pinellas County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Pinellas County, FL",Pinellas County,FL
LAUCN121050000000003,F,CN1210500000000,U,"Unemployment Rate: Polk County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Polk County, FL",Polk County,FL
LAUCN121050000000004,F,CN1210500000000,U,"Unemployment: Polk County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Polk County, FL",Polk County,FL
LAUCN121050000000005,F,CN1210500000000,U,"Employment: Polk County, FL (U)",1990,M01,2025,M07,12,Employment,"Polk County, FL",Polk County,FL
LAUCN121050000000006,F,CN1210500000000,U,"Labor Force: Polk County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Polk County, FL",Polk County,FL
LAUCN121070000000003,F,CN1210700000000,U,"Unemployment Rate: Putnam County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Putnam County, FL",Putnam County,FL
LAUCN121070000000004,F,CN1210700000000,U,"Unemployment: Putnam County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Putnam County, FL",Putnam County,FL
LAUCN121070000000005,F,CN1210700000000,U,"Employment: Putnam County, FL (U)",1990,M01,2025,M07,12,Employment,"Putnam County, FL",Putnam County,FL
LAUCN121070000000006,F,CN1210700000000,U,"Labor Force: Putnam County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Putnam County, FL",Putnam County,FL
LAUCN121090000000003,F,CN1210900000000,U,"Unemployment Rate: St. Johns County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"St. Johns County, FL",St. Johns County,FL
LAUCN121090000000004,F,CN1210900000000,U,"Unemployment: St. Johns County, FL (U)",1990,M01,2025,M07,12,Unemployment,"St. Johns County, FL",St. Johns County,FL
LAUCN121090000000005,F,CN1210900000000,U,"Employment: St. Johns County, FL (U)",1990,M01,2025,M07,12,Employment,"St. Johns County, FL",St. Johns County,FL
LAUCN121090000000006,F,CN1210900000000,U,"Labor Force: St. Johns County, FL (U)",1990,M01,2025,M07,12,Labor Force,"St. Johns County, FL",St. Johns County,FL
LAUCN121110000000003,F,CN1211100000000,U,"Unemployment Rate: St. Lucie County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"St. Lucie County, FL",St. Lucie County,FL
LAUCN121110000000004,F,CN1211100000000,U,"Unemployment: St. Lucie County, FL (U)",1990,M01,2025,M07,12,Unemployment,"St. Lucie County, FL",St. Lucie County,FL
LAUCN121110000000005,F,CN1211100000000,U,"Employment: St. Lucie County, FL (U)",1990,M01,2025,M07,12,Employment,"St. Lucie County, FL",St. Lucie County,FL
LAUCN121110000000006,F,CN1211100000000,U,"Labor Force: St. Lucie County, FL (U)",1990,M01,2025,M07,12,Labor Force,"St. Lucie County, FL",St. Lucie County,FL
LAUCN121130000000003,F,CN1211300000000,U,"Unemployment Rate: Santa Rosa County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Santa Rosa County, FL",Santa Rosa County,FL
LAUCN121130000000004,F,CN1211300000000,U,"Unemployment: Santa Rosa County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Santa Rosa County, FL",Santa Rosa County,FL
LAUCN121130000000005,F,CN1211300000000,U,"Employment: Santa Rosa County, FL (U)",1990,M01,2025,M07,12,Employment,"Santa Rosa County, FL",Santa Rosa County,FL
LAUCN121130000000006,F,CN1211300000000,U,"Labor Force: Santa Rosa County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Santa Rosa County, FL",Santa Rosa County,FL
LAUCN121150000000003,F,CN1211500000000,U,"Unemployment Rate: Sarasota County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Sarasota County, FL",Sarasota County,FL
LAUCN121150000000004,F,CN1211500000000,U,"Unemployment: Sarasota County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Sarasota County, FL",Sarasota County,FL
LAUCN121150000000005,F,CN1211500000000,U,"Employment: Sarasota County, FL (U)",1990,M01,2025,M07,12,Employment,"Sarasota County, FL",Sarasota County,FL
LAUCN121150000000006,F,CN1211500000000,U,"Labor Force: Sarasota County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Sarasota County, FL",Sarasota County,FL
LAUCN121170000000003,F,CN1211700000000,U,"Unemployment Rate: Seminole County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Seminole County, FL",Seminole County,FL
LAUCN121170000000004,F,CN1211700000000,U,"Unemployment: Seminole County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Seminole County, FL",Seminole County,FL
LAUCN121170000000005,F,CN1211700000000,U,"Employment: Seminole County, FL (U)",1990,M01,2025,M07,12,Employment,"Seminole County, FL",Seminole County,FL
LAUCN121170000000006,F,CN1211700000000,U,"Labor Force: Seminole County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Seminole County, FL",Seminole County,FL
LAUCN121190000000003,F,CN1211900000000,U,"Unemployment Rate: Sumter County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Sumter County, FL",Sumter County,FL
LAUCN121190000000004,F,CN1211900000000,U,"Unemployment: Sumter County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Sumter County, FL",Sumter County,FL
LAUCN121190000000005,F,CN1211900000000,U,"Employment: Sumter County, FL (U)",1990,M01,2025,M07,12,Employment,"Sumter County, FL",Sumter County,FL
LAUCN121190000000006,F,CN1211900000000,U,"Labor Force: Sumter County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Sumter County, FL",Sumter County,FL
LAUCN121210000000003,F,CN1212100000000,U,"Unemployment Rate: Suwannee County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Suwannee County, FL",Suwannee County,FL
LAUCN121210000000004,F,CN1212100000000,U,"Unemployment: Suwannee County, FL (U)",1990,M01,2025,M07,12,Unemployment,"Suwannee County, FL",Suwannee County,FL
LAUCN121210000000005,F,CN1212100000000,U,"Employment: Suwannee County, FL (U)",1990,M01,2025,M07,12,Employment,"Suwannee County, FL",Suwannee County,FL
LAUCN121210000000006,F,CN1212100000000,U,"Labor Force: Suwannee County, FL (U)",1990,M01,2025,M07,12,Labor Force,"Suwannee County, FL",Suwannee County,FL
LAUCN121230000000003,F,CN1212300000000,U,"Unemployment Rate: Taylor County, FL (U)",1990,M01,2025,M07,12,Unemployment Rate,"Taylor County, FL",Taylor County,FL
